nó,betweenness,degree,clustering
0,7.832123046952786e-05,14,0.02197802197802198
1794,8.534992550446587e-05,25,0.01
3102,0.0,1,0.0
16645,0.0001123068040181,29,0.04187192118226601
23490,7.206227271858766e-06,9,0.08333333333333333
42128,4.988966442682238e-05,12,0.045454545454545456
3822,7.52874653436209e-06,22,0.05627705627705628
9555,7.590160631604043e-05,23,0.03557312252964427
18602,0.000238871714069,48,0.01773049645390071
14473,0.0002387937644628,114,0.0104021114733737
25929,0.0002300708554177,51,0.04470588235294118
47676,0.0001233449657061,50,0.03183673469387755
9667,4.0269827454983394e-05,6,0.0
29643,3.8436558426236164e-08,2,0.0
15705,1.901884308204808e-05,17,0.014705882352941176
1,0.0001026128400055,46,0.04734299516908213
43397,0.0031159700913206,380,0.016830995695042355
45983,4.5323485730625734e-07,6,0.06666666666666667
38922,0.0001902583330669,108,0.035306334371754934
20270,6.46361411238598e-05,22,0.03896103896103896
3263,7.662836367881886e-05,103,0.05387397677517609
24430,0.0001621828555851,168,0.05054177359566581
44763,6.716244157365202e-05,65,0.04951923076923077
5954,6.529533885620106e-05,53,0.03701015965166909
29552,6.74761437292911e-05,73,0.01902587519025875
3823,2.914040263468644e-05,34,0.016042780748663103
41735,0.001165566051232,309,0.015613836002185516
16872,0.000815456813233,230,0.016062274539586103
27226,0.0001005619685557,67,0.033921302578018994
9340,1.0174728655072856e-06,4,0.0
25858,3.1705379734425886e-05,21,0.17142857142857143
874,0.0002621913486076,132,0.016308119361554477
2334,5.89508382374326e-06,17,0.051470588235294115
19558,0.002132395560926,379,0.012410827714257793
2980,6.465012340722597e-05,48,0.05851063829787234
1888,0.0023251233779117,479,0.006586245752570295
19514,8.418606428462216e-05,58,0.01693889897156685
28792,0.0002719102637652,69,0.061381074168797956
34597,0.008842061956468,1168,0.0250363888204153
44308,8.715105869613825e-05,49,0.03486394557823129
38357,7.47168000419908e-05,66,0.020046620046620046
6970,0.0134899411055077,1229,0.003971609025107142
20781,0.0006807619365888,204,0.024244180430793006
39755,7.520238744740399e-06,24,0.03260869565217391
5566,0.0014825110267323,335,0.026937170435248906
14240,1.546100689403189e-05,31,0.023655913978494623
21905,6.594116831441479e-05,52,0.06033182503770739
36768,9.003026165883305e-05,30,0.041379310344827586
46836,9.520433251835486e-05,85,0.054061624649859946
3247,7.844423541090683e-07,11,0.12727272727272726
35115,0.0001940014123294,93,0.019869097709209912
20676,5.192668111515902e-05,74,0.042947056645686786
31097,1.993740651509657e-05,43,0.026578073089700997
41316,4.4790651367454857e-05,47,0.02682701202590194
45965,0.0003168241439569,136,0.023965141612200435
16399,0.0003217608274846,142,0.014484067525721706
35746,0.0001297199370727,80,0.04018987341772152
25433,2.4688455877873616e-05,44,0.06976744186046512
31480,0.0001060274074088,89,0.0755873340143003
48424,1.2858065907088172e-05,14,0.01098901098901099
35389,0.0005237808114902,187,0.02340290955091714
23635,7.441421878875492e-05,79,0.024991885751379422
3,6.390637715330898e-06,30,0.12643678160919541
4874,0.0002328486708501,154,0.0392156862745098
18299,2.8088539772528336e-05,68,0.19095697980684812
3188,1.4936968240501094e-05,21,0.08095238095238096
15016,0.0028272173333127,619,0.0035656215526661127
35408,0.0003352355107394,169,0.07783882783882784
5408,9.961989319491992e-05,87,0.09168671478214381
32007,1.163866223122048e-05,19,0.029239766081871343
27267,8.530845425028628e-06,29,0.15270935960591134
28118,0.0005249615232779,196,0.02490842490842491
34742,0.0001186033219666,77,0.07997265892002735
17541,7.566623070026485e-06,64,0.17063492063492064
